"","MBONtype","DNtype","normvalues"
"1","MBON01","DNa01",0.019098182983867
"8","MBON09","DNa01",0.00159453887810521
"9","MBON10","DNa01",0.00105986971357667
"11","MBON12","DNa01",0.000818598559266536
"14","MBON15","DNa01",0.00106472416160961
"21","MBON20","DNa01",0.119971166534902
"22","MBON21","DNa01",0.000217716065022685
"26","MBON25,MBON34","DNa01",0.000982318271119843
"27","MBON26","DNa01",0.0550049249737478
"28","MBON27","DNa01",0.0887846283927765
"30","MBON29","DNa01",0.000680311756372427
"31","MBON30","DNa01",0.0125732005165624
"32","MBON31","DNa01",0.0496263012596668
"33","MBON32","DNa01",0.204129965822329
"34","MBON33","DNa01",0.073490824178337
"35","MBON35","DNa01",0.370902727932739
"36","MBON01","DNa02",0.0244698319314022
"38","MBON03","DNa02",0.00102850480217715
"39","MBON04","DNa02",0.00907120019095313
"40","MBON05","DNa02",0.00708077789396905
"43","MBON09","DNa02",0.000852591409874357
"44","MBON10","DNa02",0.0163877506458346
"45","MBON11","DNa02",1.92860776216409e-06
"46","MBON12","DNa02",0.0409869113003374
"47","MBON13","DNa02",2.94241434688228e-05
"49","MBON15","DNa02",0.00298016349988155
"50","MBON15-like","DNa02",0.000526804658774279
"56","MBON20","DNa02",0.0406628554160128
"57","MBON21","DNa02",0.00882232875281604
"58","MBON22","DNa02",1.44645582162307e-06
"61","MBON25,MBON34","DNa02",0.00113468109971806
"62","MBON26","DNa02",0.148648309993817
"63","MBON27","DNa02",0.198553779186574
"65","MBON29","DNa02",0.000106159016971599
"66","MBON30","DNa02",0.0142370928485329
"67","MBON31","DNa02",0.120985296838267
"68","MBON32","DNa02",0.182814405304099
"69","MBON33","DNa02",0.0103626698497104
"70","MBON35","DNa02",0.170255086153226
"71","MBON01","DNa03",0.0178371682008014
"72","MBON02","DNa03",1.1459362553859e-05
"73","MBON03","DNa03",0.00464594124209229
"74","MBON04","DNa03",0.0206177716537583
"75","MBON05","DNa03",0.00519322705078508
"79","MBON10","DNa03",0.0133802869645536
"80","MBON11","DNa03",1.52773488298637e-05
"81","MBON12","DNa03",0.0124208555930143
"82","MBON13","DNa03",0.000158297645632254
"84","MBON15","DNa03",0.000677375653183666
"85","MBON15-like","DNa03",0.00180633352809159
"86","MBON16","DNa03",5.0708096308197e-06
"88","MBON17-like","DNa03",9.05612806112737e-05
"89","MBON18","DNa03",2.02832385232788e-05
"91","MBON20","DNa03",0.0457533947240517
"92","MBON21","DNa03",0.0144019315202516
"93","MBON22","DNa03",1.14580116223978e-05
"96","MBON25,MBON34","DNa03",0.00212441469808597
"97","MBON26","DNa03",0.175485488330858
"98","MBON27","DNa03",0.210765586001556
"99","MBON28","DNa03",0.000357914646442024
"100","MBON29","DNa03",0.00545075073036485
"101","MBON30","DNa03",0.0439031689754064
"102","MBON31","DNa03",0.0560320162137734
"103","MBON32","DNa03",0.105933339838869
"104","MBON33","DNa03",0.00944650491276483
"105","MBON35","DNa03",0.253454121823893
"106","MBON01","DNa04",0.003522388580071
"116","MBON12","DNa04",0.0896442404635512
"121","MBON16","DNa04",0.0121627552193267
"122","MBON17","DNa04",0.000835928193768155
"126","MBON20","DNa04",0.152135620814436
"132","MBON26","DNa04",0.0454822612754931
"133","MBON27","DNa04",0.229768176527997
"134","MBON28","DNa04",0.000668742555014524
"136","MBON30","DNa04",0.00113895216400911
"137","MBON31","DNa04",0.0521919120107304
"138","MBON32","DNa04",0.1852684541836
"140","MBON35","DNa04",0.227180568012003
"145","MBON05","DNa05",0.0833333333333333
"161","MBON20","DNa05",0.30952380952381
"173","MBON32","DNa05",0.182142857142857
"174","MBON33","DNa05",0.0833333333333333
"175","MBON35","DNa05",0.341666666666667
"176","MBON01","DNa06",0.000824336822969406
"179","MBON04","DNa06",0.0164611422511741
"180","MBON05","DNa06",5.56733828207847e-05
"184","MBON10","DNa06",0.0515527950310559
"186","MBON12","DNa06",0.00660202999545523
"196","MBON20","DNa06",0.0416482351158915
"197","MBON21","DNa06",0.00100212089077413
"202","MBON26","DNa06",0.323907097450568
"203","MBON27","DNa06",0.123767758448695
"205","MBON29","DNa06",0.000294273594909862
"206","MBON30","DNa06",0.000787380699893955
"207","MBON31","DNa06",0.12080717195626
"208","MBON32","DNa06",0.169505251688661
"209","MBON33","DNa06",0.0110770572901702
"210","MBON35","DNa06",0.131707675380701
"231","MBON20","DNa07",0.5
"244","MBON33","DNa07",0.5
"246","MBON01","DNa08",0.147638568868408
"253","MBON09","DNa08",0.00375
"254","MBON10","DNa08",0.000986842105263158
"256","MBON12","DNa08",0.368075716845878
"266","MBON20","DNa08",0.338452380952381
"273","MBON27","DNa08",0.0326388888888889
"276","MBON30","DNa08",0.0348611111111111
"277","MBON31","DNa08",0.00723684210526316
"278","MBON32","DNa08",0.0637280701754386
"280","MBON35","DNa08",0.00263157894736842
"281","MBON01","DNa09",0.000471209122608614
"284","MBON04","DNa09",0.0680007576407353
"285","MBON05","DNa09",0.00381679389312977
"291","MBON12","DNa09",0.00461784940156441
"301","MBON20","DNa09",0.39987706206936
"307","MBON26","DNa09",0.0104579180389229
"308","MBON27","DNa09",0.183956459369491
"310","MBON29","DNa09",0.000259291270527226
"311","MBON30","DNa09",0.00123163353500432
"312","MBON31","DNa09",0.021198235941602
"313","MBON32","DNa09",0.207369934522103
"314","MBON33","DNa09",0.0193484289676073
"315","MBON35","DNa09",0.079394426227345
"316","MBON01","DNa10",0.0197792440079186
"318","MBON03","DNa10",0.00163398692810457
"319","MBON04","DNa10",0.0361535447925607
"320","MBON05","DNa10",0.167514668271401
"324","MBON10","DNa10",0.0032055816456072
"326","MBON12","DNa10",0.0847999764122548
"329","MBON15","DNa10",0.0086862978322817
"330","MBON15-like","DNa10",0.00182710411154081
"333","MBON17-like","DNa10",0.000121647923875433
"336","MBON20","DNa10",0.221107266435986
"342","MBON26","DNa10",0.000559006211180124
"343","MBON27","DNa10",0.000297804753531114
"345","MBON29","DNa10",0.00330411637407275
"346","MBON30","DNa10",0.0265336531228663
"347","MBON31","DNa10",0.0142325826099274
"348","MBON32","DNa10",0.117240036447601
"349","MBON33","DNa10",0.162112231081691
"350","MBON35","DNa10",0.130891251037599
"351","MBON01","DNae001",0.0124733158973634
"355","MBON05","DNae001",0.0216846817338137
"358","MBON09","DNae001",0.0609966777408638
"361","MBON12","DNae001",0.0237856845841667
"362","MBON13","DNae001",0.00593765462642256
"363","MBON14","DNae001",0.408450704225352
"371","MBON20","DNae001",0.00493181073757556
"372","MBON21","DNae001",0.00119601328903654
"376","MBON25,MBON34","DNae001",0.381455399061033
"380","MBON29","DNae001",0.000598006644518272
"381","MBON30","DNae001",0.00079734219269103
"384","MBON33","DNae001",0.0317124735729387
"385","MBON35","DNae001",0.0459802356942247
"386","MBON01","DNae002",0.0570672713529856
"392","MBON07","DNae002",0.00200416867083534
"393","MBON09","DNae002",0.00513163766175814
"394","MBON10","DNae002",0.00031328320802005
"396","MBON12","DNae002",0.0302108385441719
"397","MBON13","DNae002",0.0018037518037518
"398","MBON14","DNae002",0.000901875901875902
"406","MBON20","DNae002",0.557863969960744
"407","MBON21","DNae002",0.00793650793650794
"411","MBON25,MBON34","DNae002",0.00396825396825397
"412","MBON26","DNae002",0.00302668259657507
"413","MBON27","DNae002",0.0403439153439153
"415","MBON29","DNae002",0.0609076109076109
"416","MBON30","DNae002",0.0118640618640619
"417","MBON31","DNae002",0.010939385500789
"418","MBON32","DNae002",0.0286770085015699
"419","MBON33","DNae002",0.0202380952380952
"420","MBON35","DNae002",0.156801681038478
"423","MBON03","DNae003",0.000226614629233287
"424","MBON04","DNae003",0.000247172496442214
"425","MBON05","DNae003",0.00031022002642615
"428","MBON09","DNae003",0.0110845023630483
"429","MBON10","DNae003",6.73190952313601e-05
"431","MBON12","DNae003",0.0199193567839078
"432","MBON13","DNae003",0.000453229258466574
"441","MBON20","DNae003",0.029433722280595
"442","MBON21","DNae003",0.00502475863309053
"446","MBON25,MBON34","DNae003",0.000107285905016212
"447","MBON26","DNae003",0.132192520228518
"448","MBON27","DNae003",0.256365631576179
"451","MBON30","DNae003",0.0155056200272168
"452","MBON31","DNae003",0.0441830439069447
"453","MBON32","DNae003",0.0875529139300245
"454","MBON33","DNae003",0.0239286561478558
"455","MBON35","DNae003",0.373397432711805
"456","MBON01","DNae004",0.00918622512542015
"459","MBON04","DNae004",0.00897425101877502
"460","MBON05","DNae004",0.000938086303939963
"463","MBON09","DNae004",0.000572144047628919
"464","MBON10","DNae004",0.0129573170731707
"466","MBON12","DNae004",0.125254365933287
"476","MBON20","DNae004",0.117347886206839
"477","MBON21","DNae004",0.0033663484843951
"482","MBON26","DNae004",0.0409605253624446
"483","MBON27","DNae004",0.21913707079511
"486","MBON30","DNae004",0.0153754329270117
"487","MBON31","DNae004",0.0597893594349074
"488","MBON32","DNae004",0.220021821670937
"489","MBON33","DNae004",0.00121448901868875
"490","MBON35","DNae004",0.164904676597445
"494","MBON04","DNae005",0.273702370237024
"511","MBON20","DNae005",0.203150315031503
"517","MBON26","DNae005",0.0056115166743611
"518","MBON27","DNae005",0.242967672048971
"522","MBON31","DNae005",0.015527396489649
"523","MBON32","DNae005",0.216136439089449
"524","MBON33","DNae005",0.0231023102310231
"525","MBON35","DNae005",0.0198019801980198
"552","MBON26","DNae006",0.0465354652958955
"553","MBON27","DNae006",0.385485472704405
"557","MBON31","DNae006",0.293834407513343
"558","MBON32","DNae006",0.239260933556124
"559","MBON33","DNae006",0.0348837209302326
"561","MBON01","DNae007",0.00599866265960934
"563","MBON03","DNae007",0.000867277649315601
"564","MBON04","DNae007",0.000256379528530739
"565","MBON05","DNae007",0.00723523927556852
"568","MBON09","DNae007",0.00240599214491905
"569","MBON10","DNae007",0.0174145299145299
"571","MBON12","DNae007",0.0081828434136071
"572","MBON13","DNae007",0.000839521036934168
"575","MBON15-like","DNae007",0.000540108574516044
"576","MBON16","DNae007",0.00316743155707093
"577","MBON17","DNae007",0.000310657420408008
"578","MBON17-like","DNae007",0.000187617260787992
"581","MBON20","DNae007",0.148465561317347
"582","MBON21","DNae007",0.0184451784354849
"586","MBON25,MBON34","DNae007",0.00786093392778416
"587","MBON26","DNae007",0.0847261724303561
"588","MBON27","DNae007",0.133750697140421
"589","MBON28","DNae007",0.000175623463294696
"590","MBON29","DNae007",0.00033429787221081
"591","MBON30","DNae007",0.0327183974000607
"592","MBON31","DNae007",0.100247031081776
"593","MBON32","DNae007",0.177759147596471
"594","MBON33","DNae007",0.00646740562830587
"595","MBON35","DNae007",0.241643293270691
"611","MBON16","DNae008",0.03125
"616","MBON20","DNae008",0.697916666666667
"623","MBON27","DNae008",0.0811259541984733
"627","MBON31","DNae008",0.0539217557251908
"628","MBON32","DNae008",0.135785623409669
"631","MBON01","DNae009",0.000607147856618772
"634","MBON04","DNae009",1.1604697581581e-05
"635","MBON05","DNae009",0.01480045693387
"637","MBON07","DNae009",0.000815692811958273
"638","MBON09","DNae009",0.00392596747055524
"639","MBON10","DNae009",0.00848303393213573
"640","MBON11","DNae009",0.000224550898203593
"641","MBON12","DNae009",0.0048418539626673
"651","MBON20","DNae009",0.115773104941578
"652","MBON21","DNae009",0.0166710058083301
"656","MBON25,MBON34","DNae009",0.0122740637625478
"657","MBON26","DNae009",0.124605349648236
"658","MBON27","DNae009",0.165423919957566
"660","MBON29","DNae009",0.00268022670141381
"661","MBON30","DNae009",0.0475955907574526
"662","MBON31","DNae009",0.0344476282598389
"663","MBON32","DNae009",0.117992788976838
"664","MBON33","DNae009",0.0270497892389581
"665","MBON35","DNae009",0.30177622338365
"666","MBON01","DNae010",0.0680601698043558
"676","MBON12","DNae010",0.0290697674418605
"686","MBON20","DNae010",0.7400947459087
"692","MBON26","DNae010",0.00240577385725742
"699","MBON33","DNae010",0.0150360866078589
"700","MBON35","DNae010",0.145333456379968
"704","MBON04","DNae011",0.017864472681182
"705","MBON05","DNae011",0.164290676012756
"708","MBON09","DNae011",0.00331988982884124
"711","MBON12","DNae011",0.00365363536719035
"721","MBON20","DNae011",0.263328439266206
"722","MBON21","DNae011",0.00845046305404362
"726","MBON25,MBON34","DNae011",0.000959079283887468
"727","MBON26","DNae011",0.00148809523809524
"728","MBON27","DNae011",0.00720265809779876
"730","MBON29","DNae011",0.000442651977178831
"732","MBON31","DNae011",0.0014386189258312
"733","MBON32","DNae011",0.0736300558870891
"734","MBON33","DNae011",0.203158870841736
"735","MBON35","DNae011",0.250772393538164
"744","MBON10","DNae012",0.00549450549450549
"746","MBON12","DNae012",0.0813398819829688
"756","MBON20","DNae012",0.535481667314465
"757","MBON21","DNae012",0.00488400488400488
"762","MBON26","DNae012",0.0283706576308716
"763","MBON27","DNae012",0.0423269985673445
"765","MBON29","DNae012",0.000152310035539008
"766","MBON30","DNae012",0.00396006092401422
"767","MBON31","DNae012",0.0191840673847825
"768","MBON32","DNae012",0.176436660000175
"770","MBON35","DNae012",0.102369185781329
"777","MBON07","DNae013",0.0121212121212121
"781","MBON12","DNae013",0.0248803827751196
"791","MBON20","DNae013",0.352631578947368
"798","MBON27","DNae013",0.00159090909090909
"800","MBON29","DNae013",0.337190682124893
"801","MBON30","DNae013",0.129639461415777
"804","MBON33","DNae013",0.0666666666666667
"805","MBON35","DNae013",0.0752791068580542
"814","MBON10","DNae014",0.00154320987654321
"816","MBON12","DNae014",0.0135739641252788
"826","MBON20","DNae014",0.180561052995319
"832","MBON26","DNae014",0.0583544438400686
"833","MBON27","DNae014",0.305746011902029
"837","MBON31","DNae014",0.181708609258178
"838","MBON32","DNae014",0.205979948376949
"840","MBON35","DNae014",0.0525327596256349
"841","MBON01","DNae015",3.36033549589591e-05
"845","MBON05","DNae015",0.00702685461776881
"849","MBON10","DNae015",0.00141509433962264
"851","MBON12","DNae015",0.0113759741168785
"861","MBON20","DNae015",0.118208791550654
"862","MBON21","DNae015",0.00563864296211334
"867","MBON26","DNae015",0.0884324611384732
"868","MBON27","DNae015",0.322101344432005
"870","MBON29","DNae015",0.000248664826696297
"871","MBON30","DNae015",0.00066534642818739
"872","MBON31","DNae015",0.18346765608431
"873","MBON32","DNae015",0.189006512388288
"874","MBON33","DNae015",0.00871999875561916
"875","MBON35","DNae015",0.0636590550044251
"876","MBON01","DNae016",0.000371379054221342
"878","MBON03","DNae016",0.000322164948453608
"879","MBON04","DNae016",0.00736839115095693
"880","MBON05","DNae016",0.00134626179977724
"883","MBON09","DNae016",0.00124881694261096
"884","MBON10","DNae016",0.0141808834295453
"886","MBON12","DNae016",0.0195576218212633
"892","MBON17","DNae016",0.000866551126516464
"896","MBON20","DNae016",0.139666557510693
"897","MBON21","DNae016",0.00788041827707629
"898","MBON22","DNae016",0.00037585910652921
"901","MBON25,MBON34","DNae016",0.000594358037485036
"902","MBON26","DNae016",0.178956097675323
"903","MBON27","DNae016",0.137764551772395
"905","MBON29","DNae016",5.99376648285783e-05
"906","MBON30","DNae016",0.0110970248243267
"907","MBON31","DNae016",0.0748443747217599
"908","MBON32","DNae016",0.100810267289027
"909","MBON33","DNae016",0.030963921590051
"910","MBON35","DNae016",0.27172456125716
"911","MBON01","DNae017",0.067176322323568
"914","MBON04","DNae017",0.0137340814553686
"918","MBON09","DNae017",0.0415943610324667
"919","MBON10","DNae017",0.0100609061930783
"921","MBON12","DNae017",0.121623702447344
"931","MBON20","DNae017",0.446622881570936
"932","MBON21","DNae017",0.00315656565656566
"937","MBON26","DNae017",0.0047072326199595
"938","MBON27","DNae017",0.096354526878552
"941","MBON30","DNae017",0.00144675925925926
"942","MBON31","DNae017",0.00138888888888889
"943","MBON32","DNae017",0.049496753069307
"944","MBON33","DNae017",0.0647299652998918
"945","MBON35","DNae017",0.0779070533048147
"946","MBON01","DNae018",0.0104396697716234
"948","MBON03","DNae018",0.000411867783667787
"949","MBON04","DNae018",0.00121061925888705
"950","MBON05","DNae018",0.00380673596513106
"954","MBON10","DNae018",0.0043017069815105
"956","MBON12","DNae018",0.0103399982175752
"957","MBON13","DNae018",1.23091870848727e-05
"959","MBON15","DNae018",0.00040992006558721
"960","MBON15-like","DNae018",0.000231333039756321
"966","MBON20","DNae018",0.0603413833493989
"967","MBON21","DNae018",0.0156923359181062
"971","MBON25,MBON34","DNae018",0.00218317460318709
"972","MBON26","DNae018",0.170733343432712
"973","MBON27","DNae018",0.0955839403574942
"975","MBON29","DNae018",0.00213631882975662
"976","MBON30","DNae018",0.0354343263511846
"977","MBON31","DNae018",0.0865791425997295
"978","MBON32","DNae018",0.123208460649785
"979","MBON33","DNae018",0.0414842555315105
"980","MBON35","DNae018",0.335459158106312
"981","MBON01","DNae019",0.00673181727344866
"983","MBON03","DNae019",0.000879198804060573
"984","MBON04","DNae019",0.00276085867778008
"985","MBON05","DNae019",0.00313597434915677
"988","MBON09","DNae019",0.000590402285107322
"989","MBON10","DNae019",0.00702915796502088
"990","MBON11","DNae019",3.83358845003219e-06
"991","MBON12","DNae019",0.0105758795735553
"992","MBON13","DNae019",7.15481953510464e-05
"995","MBON15-like","DNae019",0.000415784248651941
"1001","MBON20","DNae019",0.0587367745407378
"1002","MBON21","DNae019",0.0167891685819494
"1003","MBON22","DNae019",2.87519133752414e-06
"1006","MBON25,MBON34","DNae019",0.0022675920832718
"1007","MBON26","DNae019",0.167476499088222
"1008","MBON27","DNae019",0.0896222235817182
"1010","MBON29","DNae019",0.00430790316307396
"1011","MBON30","DNae019",0.0604443654255888
"1012","MBON31","DNae019",0.0775975754428786
"1013","MBON32","DNae019",0.123635096668066
"1014","MBON33","DNae019",0.0457077958814943
"1015","MBON35","DNae019",0.321217675391079
"1019","MBON04","DNb01",0.0188345975282809
"1024","MBON10","DNb01",0.00871313672922252
"1026","MBON12","DNb01",0.000639775773824031
"1036","MBON20","DNb01",0.350709474923168
"1037","MBON21","DNb01",0.00618449914696564
"1042","MBON26","DNb01",0.0247418945698752
"1043","MBON27","DNb01",0.267016447973251
"1047","MBON31","DNb01",0.045344652308609
"1048","MBON32","DNb01",0.113377198896861
"1049","MBON33","DNb01",0.00734061128825458
"1050","MBON35","DNb01",0.157097710861688
"1059","MBON10","DNb02",0.0316210473690789
"1071","MBON20","DNb02",0.00202156334231806
"1077","MBON26","DNb02",0.24882039885946
"1078","MBON27","DNb02",0.253830639312252
"1082","MBON31","DNb02",0.142512616204978
"1083","MBON32","DNb02",0.132324031655132
"1084","MBON33","DNb02",0.00885081899232843
"1085","MBON35","DNb02",0.180018884264453
"1100","MBON15-like","DNb03",0.25
"1113","MBON27","DNb03",0.5
"1119","MBON33","DNb03",0.25
"1125","MBON05","DNb04",0.0263209617715465
"1141","MBON20","DNb04",0.132487268612077
"1142","MBON21","DNb04",0.0640983132676365
"1147","MBON26","DNb04",0.254918942865732
"1148","MBON27","DNb04",0.289953854289927
"1152","MBON31","DNb04",0.00833834153976282
"1153","MBON32","DNb04",0.0557591125452459
"1154","MBON33","DNb04",0.021379980563654
"1155","MBON35","DNb04",0.146743224544419
"1156","MBON01","DNb05",0.000107637008865375
"1157","MBON02","DNb05",0.000302183274155775
"1158","MBON03","DNb05",0.000630269181623013
"1159","MBON04","DNb05",0.00080673394523342
"1160","MBON05","DNb05",0.0264639519287493
"1162","MBON07","DNb05",0.00020145551610385
"1163","MBON09","DNb05",0.00651975024920854
"1165","MBON11","DNb05",0.000443954911024666
"1166","MBON12","DNb05",0.00397239923037818
"1167","MBON13","DNb05",0.0010275502479735
"1169","MBON15","DNb05",0.000366520058643209
"1170","MBON15-like","DNb05",0.000532417355381763
"1171","MBON16","DNb05",0.300224432751078
"1172","MBON17","DNb05",0.037311677951995
"1173","MBON17-like","DNb05",0.00171300000059304
"1176","MBON20","DNb05",0.501024452971874
"1177","MBON21","DNb05",0.00205626453978262
"1178","MBON22","DNb05",9.78518262412504e-06
"1181","MBON25,MBON34","DNb05",0.00634171564264402
"1182","MBON26","DNb05",0.00216356404584264
"1184","MBON28","DNb05",0.0330309642098151
"1186","MBON30","DNb05",0.000429383308020604
"1187","MBON31","DNb05",0.000746599436211208
"1188","MBON32","DNb05",0.0279847969817623
"1189","MBON33","DNb05",0.0358685137910194
"1190","MBON35","DNb05",0.00972002627939696
"1217","MBON26","DNb06",1
"1228","MBON03","DNbe001",0.00212705615428247
"1229","MBON04","DNbe001",0.0201342281879195
"1236","MBON12","DNbe001",0.00184344866704481
"1237","MBON13","DNbe001",0.00397050482132728
"1239","MBON15","DNbe001",0.00155984117980715
"1240","MBON15-like","DNbe001",0.00212705615428247
"1241","MBON16","DNbe001",0.0809791374018001
"1242","MBON17","DNbe001",0.00484496124031008
"1246","MBON20","DNbe001",0.638013110660215
"1252","MBON26","DNbe001",0.00013512904824107
"1253","MBON27","DNbe001",0.0103711544525021
"1254","MBON28","DNbe001",0.000838926174496644
"1258","MBON32","DNbe001",0.108055445857771
"1259","MBON33","DNbe001",0.00872093023255814
"1260","MBON35","DNbe001",0.116279069767442
"1261","MBON01","DNbe002",0.00416666666666667
"1267","MBON07","DNbe002",0.00517241379310345
"1281","MBON20","DNbe002",0.926451357654506
"1286","MBON25,MBON34","DNbe002",0.0319444444444444
"1294","MBON33","DNbe002",0.00906132581857219
"1295","MBON35","DNbe002",0.0232037916227072
"1296","MBON01","DNbe003",0.00983050331418025
"1299","MBON04","DNbe003",0.00257828695628755
"1300","MBON05","DNbe003",0.00215805523455482
"1303","MBON09","DNbe003",0.00340207546026263
"1306","MBON12","DNbe003",0.0107856781376518
"1311","MBON16","DNbe003",0.00113036925395629
"1316","MBON20","DNbe003",0.102478144266519
"1317","MBON21","DNbe003",0.0158365959166049
"1321","MBON25,MBON34","DNbe003",0.000459900330502798
"1322","MBON26","DNbe003",0.0694090738910056
"1323","MBON27","DNbe003",0.100584591954659
"1325","MBON29","DNbe003",0.00315534157729008
"1326","MBON30","DNbe003",0.0403690282904908
"1327","MBON31","DNbe003",0.011248381012526
"1328","MBON32","DNbe003",0.413097828592506
"1329","MBON33","DNbe003",0.041408700829436
"1330","MBON35","DNbe003",0.172067444981567
"1331","MBON01","DNbe004",0.00449301266068073
"1335","MBON05","DNbe004",0.171298951335409
"1338","MBON09","DNbe004",0.0164964935999641
"1341","MBON12","DNbe004",0.0115668583629376
"1351","MBON20","DNbe004",0.450167950188432
"1352","MBON21","DNbe004",0.000723162631240626
"1356","MBON25,MBON34","DNbe004",0.00266654056346445
"1357","MBON26","DNbe004",0.062358334698782
"1358","MBON27","DNbe004",0.0633047250185189
"1360","MBON29","DNbe004",0.000241054210413542
"1361","MBON30","DNbe004",0.00097318339100346
"1362","MBON31","DNbe004",0.0165449017377263
"1363","MBON32","DNbe004",0.0703732958711301
"1364","MBON33","DNbe004",0.0340374017954932
"1365","MBON35","DNbe004",0.0947541339348042
"1369","MBON04","DNbe005",0.333516483516484
"1386","MBON20","DNbe005",0.171886446886447
"1392","MBON26","DNbe005",0.0447817677026602
"1393","MBON27","DNbe005",0.0948174666225856
"1397","MBON31","DNbe005",0.0270470302037433
"1398","MBON32","DNbe005",0.0430101709895154
"1399","MBON33","DNbe005",0.0408930150309461
"1400","MBON35","DNbe005",0.244047619047619
"1401","MBON01","DNbe006",0.000350544618070384
"1402","MBON02","DNbe006",2.57710372198205e-05
"1403","MBON03","DNbe006",0.000306831460630254
"1404","MBON04","DNbe006",0.108990002599637
"1405","MBON05","DNbe006",0.00355894798950203
"1408","MBON09","DNbe006",0.00699061165870052
"1409","MBON10","DNbe006",0.00260824372528933
"1411","MBON12","DNbe006",0.0287118385251093
"1412","MBON13","DNbe006",0.000118257147015734
"1421","MBON20","DNbe006",0.119816275076703
"1422","MBON21","DNbe006",0.00823924938342378
"1426","MBON25,MBON34","DNbe006",0.00153823646024686
"1427","MBON26","DNbe006",0.160005019069852
"1428","MBON27","DNbe006",0.186012658985219
"1430","MBON29","DNbe006",0.000285561306442977
"1431","MBON30","DNbe006",0.0161189939733336
"1432","MBON31","DNbe006",0.0254988875329648
"1433","MBON32","DNbe006",0.120333578807925
"1434","MBON33","DNbe006",0.0219664498900078
"1435","MBON35","DNbe006",0.188524040752707
"1439","MBON04","DNbe007",0.150945800254827
"1443","MBON09","DNbe007",0.266118487318442
"1445","MBON11","DNbe007",0.00141436653523058
"1456","MBON20","DNbe007",0.161545623836127
"1457","MBON21","DNbe007",0.0063003600205726
"1462","MBON26","DNbe007",0.0131578947368421
"1463","MBON27","DNbe007",0.0356292005439171
"1465","MBON29","DNbe007",0.00450025715755186
"1466","MBON30","DNbe007",0.000642893879650266
"1467","MBON31","DNbe007",0.0131341884739782
"1468","MBON32","DNbe007",0.0298653817881619
"1469","MBON33","DNbe007",0.168584787782808
"1470","MBON35","DNbe007",0.148160757671892
"1474","MBON04","DNbe008",0.00179707650171415
"1475","MBON05","DNbe008",0.00152571755529754
"1478","MBON09","DNbe008",0.0206712279632982
"1479","MBON10","DNbe008",0.00349938477082752
"1480","MBON11","DNbe008",5.45047987372052e-05
"1481","MBON12","DNbe008",0.0208371347369095
"1485","MBON15-like","DNbe008",1.52625152625153e-05
"1486","MBON16","DNbe008",0.189118678897915
"1487","MBON17","DNbe008",0.007861157266314
"1488","MBON17-like","DNbe008",0.000101750101750102
"1491","MBON20","DNbe008",0.396266134537592
"1492","MBON21","DNbe008",0.000723081821339675
"1496","MBON25,MBON34","DNbe008",0.000903032727126061
"1497","MBON26","DNbe008",0.0941292144223441
"1498","MBON27","DNbe008",0.0785781050906589
"1499","MBON28","DNbe008",0.00542103010559601
"1501","MBON30","DNbe008",5.77763180600495e-05
"1502","MBON31","DNbe008",0.0642756163152014
"1503","MBON32","DNbe008",0.0195827270117887
"1504","MBON33","DNbe008",0.0366143446939389
"1505","MBON35","DNbe008",0.0579670418483288
"1506","MBON01","DNbe009",0.0186822116956403
"1509","MBON04","DNbe009",0.00470625739028553
"1510","MBON05","DNbe009",0.00299226578743117
"1513","MBON09","DNbe009",0.0193093011989229
"1514","MBON10","DNbe009",0.00159134309357097
"1516","MBON12","DNbe009",0.00927785066486353
"1517","MBON13","DNbe009",0.0019776190784038
"1521","MBON16","DNbe009",0.000518323179048832
"1522","MBON17","DNbe009",0.000245521505865236
"1526","MBON20","DNbe009",0.140946323401018
"1527","MBON21","DNbe009",0.00922035710949289
"1532","MBON26","DNbe009",0.134828700202568
"1533","MBON27","DNbe009",0.0583761075674729
"1534","MBON28","DNbe009",0.000190961171228517
"1536","MBON30","DNbe009",0.0117578098619612
"1537","MBON31","DNbe009",0.0308294165032114
"1538","MBON32","DNbe009",0.203440631835199
"1539","MBON33","DNbe009",0.0729770832085374
"1540","MBON35","DNbe009",0.278131915545277
"1541","MBON01","DNbe010",0.0130156840914118
"1544","MBON04","DNbe010",0.00075559137618376
"1545","MBON05","DNbe010",0.00287215063774067
"1547","MBON07","DNbe010",0.000224387742018208
"1548","MBON09","DNbe010",0.0132312859246654
"1549","MBON10","DNbe010",0.00176304654442877
"1551","MBON12","DNbe010",0.00465225441100596
"1552","MBON13","DNbe010",0.00116036765290867
"1561","MBON20","DNbe010",0.118303857062858
"1562","MBON21","DNbe010",0.00724083312378145
"1567","MBON26","DNbe010",0.13501272097152
"1568","MBON27","DNbe010",0.0655737935777268
"1571","MBON30","DNbe010",0.00975753959636711
"1572","MBON31","DNbe010",0.0449213991597781
"1573","MBON32","DNbe010",0.21580657738039
"1574","MBON33","DNbe010",0.0387739310104459
"1575","MBON35","DNbe010",0.326934579736769
"1579","MBON04","DNbe011",0.0299272888055725
"1580","MBON05","DNbe011",0.00277008310249307
"1584","MBON10","DNbe011",0.0151057401812689
"1586","MBON12","DNbe011",0.0217115375495505
"1596","MBON20","DNbe011",0.510385719426568
"1597","MBON21","DNbe011",0.015988651864994
"1602","MBON26","DNbe011",0.0469410899847084
"1603","MBON27","DNbe011",0.0660119800626905
