"","dataset","type.pre","type.post","weight","npre","npost","query"
"2308","flywire","PLP078","WED151",20,1,1,"fw:PLP078"
"2309","flywire","PLP078","720575940635904942",19,2,2,"fw:PLP078"
"2310","flywire","PLP078","PS261",19,2,2,"fw:PLP078"
"2311","flywire","PLP078","PVLP151",18,1,2,"fw:PLP078"
"2312","flywire","PLP078","WED010",18,2,2,"fw:PLP078"
"2313","flywire","PLP078","WED152",18,2,2,"fw:PLP078"
"2314","flywire","PLP078","720575940615790310",16,2,2,"fw:PLP078"
"2315","flywire","PLP078","720575940630038991",16,2,2,"fw:PLP078"
"2316","flywire","PLP078","ExR4",16,2,2,"fw:PLP078"
"2317","flywire","PLP078","LAL135",16,1,1,"fw:PLP078"
"2318","flywire","PLP078","PVLP122",16,1,1,"fw:PLP078"
"2319","flywire","PLP078","720575940633082778",15,2,2,"fw:PLP078"
"2320","flywire","PLP078","PS196b",15,1,1,"fw:PLP078"
"2321","flywire","PLP078","DNae018",13,2,2,"fw:PLP078"
"2322","flywire","PLP078","LAL152",13,1,1,"fw:PLP078"
"2323","flywire","PLP078","LAL123",12,1,1,"fw:PLP078"
"2324","flywire","PLP078","720575940621302644",11,1,1,"fw:PLP078"
"2325","flywire","PLP078","PS181",11,1,1,"fw:PLP078"
"2326","flywire","PLP078","720575940635116569",10,1,1,"fw:PLP078"
"2327","flywire","PLP078","CB0368",10,1,1,"fw:PLP078"
"2328","flywire","PLP078","LAL176,LAL177",10,1,1,"fw:PLP078"
"2329","flywire","PLP078","PLP078",10,1,1,"fw:PLP078"
"2330","flywire","PLP078","720575940618706112",9,1,1,"fw:PLP078"
"2331","flywire","PLP078","720575940629249239",9,1,1,"fw:PLP078"
"2332","flywire","PLP078","CB0690",9,1,1,"fw:PLP078"
"2333","flywire","PLP078","DNpe023",9,1,1,"fw:PLP078"
"2334","flywire","PLP078","LAL190",9,1,1,"fw:PLP078"
"2335","flywire","PLP078","LNO1",9,1,1,"fw:PLP078"
"2336","flywire","PLP078","WED075",9,1,1,"fw:PLP078"
"2337","flywire","PLP078","720575940606870961",8,1,1,"fw:PLP078"
"2338","flywire","PLP078","720575940616232349",8,1,1,"fw:PLP078"
"2339","flywire","PLP078","LAL115",8,1,1,"fw:PLP078"
"2340","flywire","PLP078","LAL183",8,1,1,"fw:PLP078"
"2341","flywire","PLP078","PLP019",8,1,1,"fw:PLP078"
"2342","flywire","PLP078","PS126",8,1,1,"fw:PLP078"
"2343","flywire","PLP078","720575940613255391",7,1,1,"fw:PLP078"
"2344","flywire","PLP078","CB0607",7,1,1,"fw:PLP078"
"2345","flywire","PLP078","LAL133a",7,1,1,"fw:PLP078"
"2346","flywire","PLP078","PLP060",7,1,1,"fw:PLP078"
"2347","flywire","PLP078","SAD047",7,1,1,"fw:PLP078"
"2348","flywire","PLP078","720575940625111354",6,1,1,"fw:PLP078"
"2349","flywire","PLP078","720575940630694968",6,1,1,"fw:PLP078"
"2350","flywire","PLP078","720575940634852463",6,1,1,"fw:PLP078"
"2351","flywire","PLP078","AVLP531",6,1,1,"fw:PLP078"
"2352","flywire","PLP078","CB0220",6,1,1,"fw:PLP078"
"2353","flywire","PLP078","PVLP015",6,1,1,"fw:PLP078"
"2354","flywire","PLP078","WED096b",6,1,1,"fw:PLP078"
"2355","flywire","PLP078","WED144",6,1,1,"fw:PLP078"
"2356","flywire","LAL099","LAL125,LAL108",788,2,4,"fw:LAL099"
"2357","flywire","LAL099","LAL098",325,2,2,"fw:LAL099"
"2358","flywire","LAL099","CB0702",311,2,6,"fw:LAL099"
"2359","flywire","LAL099","LAL016",247,2,2,"fw:LAL099"
"2360","flywire","LAL099","DNae019",223,2,2,"fw:LAL099"
"2361","flywire","LAL099","DNae018",213,2,2,"fw:LAL099"
"2362","flywire","LAL099","PS196a",109,2,2,"fw:LAL099"
"2363","flywire","LAL099","PLP195",108,2,6,"fw:LAL099"
"2364","flywire","LAL099","LAL144b",80,2,4,"fw:LAL099"
"2365","flywire","LAL099","CB0132",73,2,2,"fw:LAL099"
"2366","flywire","LAL099","CB0751",73,2,4,"fw:LAL099"
"2367","flywire","LAL099","LAL011",72,2,2,"fw:LAL099"
"2368","flywire","LAL099","DNae004",68,2,2,"fw:LAL099"
"2369","flywire","LAL099","LAL020",64,2,4,"fw:LAL099"
"2370","flywire","LAL099","AOTU025",61,2,2,"fw:LAL099"
"2371","flywire","LAL099","DNge159",60,2,2,"fw:LAL099"
"2372","flywire","LAL099","MBON35",58,2,2,"fw:LAL099"
"2373","flywire","LAL099","PS080",55,2,2,"fw:LAL099"
"2374","flywire","LAL099","LAL144a",53,2,2,"fw:LAL099"
"2375","flywire","LAL099","PVLP015",50,2,2,"fw:LAL099"
"2376","flywire","LAL099","CB0757",44,2,3,"fw:LAL099"
"2377","flywire","LAL099","PVLP138",44,2,2,"fw:LAL099"
"2378","flywire","LAL099","CB0677",42,2,2,"fw:LAL099"
"2379","flywire","LAL099","VES010",41,2,2,"fw:LAL099"
"2380","flywire","LAL099","LT40",39,2,2,"fw:LAL099"
"2381","flywire","LAL099","LAL073",38,2,2,"fw:LAL099"
"2382","flywire","LAL099","CB0359",36,2,2,"fw:LAL099"
"2383","flywire","LAL099","AOTUv3B_P02",35,2,2,"fw:LAL099"
"2384","flywire","LAL099","DNa03",35,2,2,"fw:LAL099"
"2385","flywire","LAL099","SAD013",35,2,2,"fw:LAL099"
"2386","flywire","LAL099","PS049",34,2,2,"fw:LAL099"
"2387","flywire","LAL099","PVLP151",32,2,3,"fw:LAL099"
"2388","flywire","LAL099","LAL046",30,2,2,"fw:LAL099"
"2389","flywire","LAL099","LAL074,LAL084",29,2,3,"fw:LAL099"
"2390","flywire","LAL099","LAL112",29,2,4,"fw:LAL099"
"2391","flywire","LAL099","PLP208",29,2,2,"fw:LAL099"
"2392","flywire","LAL099","LAL126",27,2,3,"fw:LAL099"
"2393","flywire","LAL099","AOTU019",26,2,2,"fw:LAL099"
"2394","flywire","LAL099","PVLP141",26,2,2,"fw:LAL099"
"2395","flywire","LAL099","DNge041",24,2,2,"fw:LAL099"
"2396","flywire","LAL099","LAL021",24,2,3,"fw:LAL099"
"2397","flywire","LAL099","VES059",22,2,2,"fw:LAL099"
"2398","flywire","LAL099","720575940607893193",21,1,1,"fw:LAL099"
"2399","flywire","LAL099","PVLP060",20,2,3,"fw:LAL099"
"2400","flywire","LAL099","LAL051",19,2,2,"fw:LAL099"
"2401","flywire","LAL099","720575940629673209",18,1,2,"fw:LAL099"
"2402","flywire","LAL099","PLP012",17,1,1,"fw:LAL099"
"2403","flywire","LAL099","PLP249",16,2,2,"fw:LAL099"
"2404","flywire","LAL099","CB0865",15,2,2,"fw:LAL099"
"2405","flywire","LAL099","CB0100",14,2,2,"fw:LAL099"
"2406","flywire","LAL099","DNg01_a",14,1,1,"fw:LAL099"
"2407","flywire","LAL099","LAL165",14,1,1,"fw:LAL099"
"2408","flywire","LAL099","720575940620822548",13,1,1,"fw:LAL099"
"2409","flywire","LAL099","720575940616097130",12,1,1,"fw:LAL099"
"2410","flywire","LAL099","LNO2",11,1,1,"fw:LAL099"
"2411","flywire","LAL099","AOTU033",10,1,1,"fw:LAL099"
"2412","flywire","LAL099","CB0564",10,1,1,"fw:LAL099"
"2413","flywire","LAL099","LAL170",10,1,1,"fw:LAL099"
"2414","flywire","LAL099","CB0356",9,1,1,"fw:LAL099"
"2415","flywire","LAL099","LAL081",9,1,1,"fw:LAL099"
"2416","flywire","LAL099","LAL123",9,1,1,"fw:LAL099"
"2417","flywire","LAL099","PLP018",9,1,1,"fw:LAL099"
"2418","flywire","LAL099","PLP092",9,1,1,"fw:LAL099"
"2419","flywire","LAL099","LAL017",8,1,1,"fw:LAL099"
"2420","flywire","LAL099","LAL059",8,1,1,"fw:LAL099"
"2421","flywire","LAL099","LAL167a",8,1,1,"fw:LAL099"
"2422","flywire","LAL099","PS018a",8,1,1,"fw:LAL099"
"2423","flywire","LAL099","DNde004",7,1,1,"fw:LAL099"
"2424","flywire","LAL099","ExR6",7,1,1,"fw:LAL099"
"2425","flywire","LAL099","720575940620197759",6,1,1,"fw:LAL099"
"2426","flywire","LAL099","CB0007",6,1,1,"fw:LAL099"
"2427","flywire","LAL099","DNpe023",6,1,1,"fw:LAL099"
"2428","flywire","LAL099","LAL026",6,1,1,"fw:LAL099"
"2429","flywire","LAL099","LT56",6,1,1,"fw:LAL099"
"2430","flywire","LAL099","OA-VUMa1",6,1,1,"fw:LAL099"
"2431","flywire","LAL099","PLP019",6,1,1,"fw:LAL099"
"2432","flywire","LAL099","PLP216",6,1,1,"fw:LAL099"
"2433","flywire","LAL099","PPM1205",6,1,1,"fw:LAL099"
"2434","flywire","LAL099","PS193a",6,1,1,"fw:LAL099"
"2435","flywire","LAL099","PS233",6,1,1,"fw:LAL099"
"2436","flywire","SMP006","LAL175",307,4,4,"fw:SMP006"
"2437","flywire","SMP006","720575940638215502",306,4,5,"fw:SMP006"
"2438","flywire","SMP006","LAL012",275,4,2,"fw:SMP006"
"2439","flywire","SMP006","LAL011",260,4,2,"fw:SMP006"
"2440","flywire","SMP006","SIP022",159,4,2,"fw:SMP006"
"2441","flywire","SMP006","VES041",156,3,2,"fw:SMP006"
"2442","flywire","SMP006","720575940631008396",138,4,6,"fw:SMP006"
"2443","flywire","SMP006","LAL182",137,4,2,"fw:SMP006"
"2444","flywire","SMP006","CREa1A_T01",130,4,3,"fw:SMP006"
"2445","flywire","SMP006","LAL128",130,4,2,"fw:SMP006"
"2446","flywire","SMP006","AOTU019",111,2,2,"fw:SMP006"
"2447","flywire","SMP006","LAL114",73,4,2,"fw:SMP006"
"2448","flywire","SMP006","IB024",65,3,2,"fw:SMP006"
"2449","flywire","SMP006","720575940619038400",63,4,4,"fw:SMP006"
"2450","flywire","SMP006","PPL108",62,4,2,"fw:SMP006"
"2451","flywire","SMP006","LAL193",46,2,2,"fw:SMP006"
"2452","flywire","SMP006","SMP471",41,2,2,"fw:SMP006"
"2453","flywire","SMP006","oviIN",40,3,2,"fw:SMP006"
"2454","flywire","SMP006","LAL051",39,2,2,"fw:SMP006"
"2455","flywire","SMP006","LAL023",16,2,2,"fw:SMP006"
"2456","flywire","SMP006","AOTU042",15,1,2,"fw:SMP006"
"2457","flywire","SMP006","CB0356",14,2,1,"fw:SMP006"
"2458","flywire","SMP006","PLP232",14,2,1,"fw:SMP006"
"2459","flywire","SMP006","720575940644795552",13,2,1,"fw:SMP006"
"2460","flywire","SMP006","DNa03",10,1,1,"fw:SMP006"
"2461","flywire","SMP006","LAL142",9,1,1,"fw:SMP006"
"2462","flywire","SMP006","720575940613676202",8,1,1,"fw:SMP006"
"2463","flywire","SMP006","DNae017",8,1,1,"fw:SMP006"
"2464","flywire","SMP006","LAL194",8,1,1,"fw:SMP006"
"2465","flywire","SMP006","CRE044",7,1,1,"fw:SMP006"
"2466","flywire","SMP006","LAL045",7,1,1,"fw:SMP006"
"2467","flywire","SMP006","SMP163",7,1,1,"fw:SMP006"
"2468","flywire","SMP006","CB.FB3,4D0",6,1,1,"fw:SMP006"
"2469","flywire","SMP006","LAL004",6,1,1,"fw:SMP006"
"2470","flywire","SMP006","OA-VUMa1",6,1,1,"fw:SMP006"
"2471","flywire","SMP006","PS233",6,1,1,"fw:SMP006"
"2472","flywire","SMP006","SMP016",6,1,1,"fw:SMP006"
"2473","flywire","SMP006","VES057",6,1,1,"fw:SMP006"
"2474","flywire","LAL017","LAL122",684,2,2,"fw:LAL017"
"2475","flywire","LAL017","LAL121",451,2,2,"fw:LAL017"
"2476","flywire","LAL017","LAL126",330,2,4,"fw:LAL017"
"2477","flywire","LAL017","LAL104,LAL105",329,2,4,"fw:LAL017"
"2478","flywire","LAL017","LAL043",256,2,8,"fw:LAL017"
"2479","flywire","LAL017","CRE041",183,2,2,"fw:LAL017"
"2480","flywire","LAL017","CB0757",156,2,4,"fw:LAL017"
"2481","flywire","LAL017","AOTU042",147,2,4,"fw:LAL017"
"2482","flywire","LAL017","LAL102",112,2,2,"fw:LAL017"
"2483","flywire","LAL017","LAL081",109,2,2,"fw:LAL017"
"2484","flywire","LAL017","LAL022",108,2,6,"fw:LAL017"
"2485","flywire","LAL017","LAL112",96,2,4,"fw:LAL017"
"2486","flywire","LAL017","LCNOpm",81,2,2,"fw:LAL017"
"2487","flywire","LAL017","LAL113",69,2,4,"fw:LAL017"
"2488","flywire","LAL017","LAL123",61,2,2,"fw:LAL017"
"2489","flywire","LAL017","LAL125,LAL108",41,2,4,"fw:LAL017"
"2490","flywire","LAL017","LAL193",39,2,2,"fw:LAL017"
"2491","flywire","LAL017","CB0689",37,2,2,"fw:LAL017"
"2492","flywire","LAL017","LAL144b",21,2,3,"fw:LAL017"
"2493","flywire","LAL017","LAL120b",20,2,2,"fw:LAL017"
"2494","flywire","LAL017","LAL042",18,1,1,"fw:LAL017"
"2495","flywire","LAL017","LAL051",16,2,2,"fw:LAL017"
"2496","flywire","LAL017","AVLP370b",15,1,1,"fw:LAL017"
"2497","flywire","LAL017","LAL100",14,1,1,"fw:LAL017"
"2498","flywire","LAL017","CRE044",12,1,1,"fw:LAL017"
"2499","flywire","LAL017","DNae003",10,1,1,"fw:LAL017"
"2500","flywire","LAL017","LAL099",10,1,1,"fw:LAL017"
"2501","flywire","LAL017","LNO2",10,1,1,"fw:LAL017"
"2502","flywire","LAL017","DNb01",9,1,1,"fw:LAL017"
"2503","flywire","LAL017","LAL101",9,1,1,"fw:LAL017"
"2504","flywire","LAL017","CRE013",8,1,1,"fw:LAL017"
"2505","flywire","LAL017","LAL120a",8,1,1,"fw:LAL017"
"2506","flywire","LAL017","PS057",8,1,1,"fw:LAL017"
"2507","flywire","LAL017","CB0584",7,1,1,"fw:LAL017"
"2508","flywire","LAL017","LAL008",7,1,1,"fw:LAL017"
"2509","flywire","LAL017","LAL195",6,1,1,"fw:LAL017"
"2510","flywire","LAL017","PS013",6,1,1,"fw:LAL017"
"2511","flywire","VES010","LAL171,LAL172",262,2,4,"fw:VES010"
"2512","flywire","VES010","LAL170",235,2,2,"fw:VES010"
"2513","flywire","VES010","CB0079",216,2,2,"fw:VES010"
"2514","flywire","VES010","LAL081",139,2,2,"fw:VES010"
"2515","flywire","VES010","SMP544",139,2,4,"fw:VES010"
"2516","flywire","VES010","LAL072",124,2,2,"fw:VES010"
"2517","flywire","VES010","MBON26",123,2,2,"fw:VES010"
"2518","flywire","VES010","LAL128",121,2,2,"fw:VES010"
"2519","flywire","VES010",NA,118,2,8,"fw:VES010"
"2520","flywire","VES010","LAL051",113,2,2,"fw:VES010"
"2521","flywire","VES010","LAL053",108,2,2,"fw:VES010"
"2522","flywire","VES010","DNa01",91,2,2,"fw:VES010"
"2523","flywire","VES010","VES045",76,2,2,"fw:VES010"
"2524","flywire","VES010","CL319",74,2,2,"fw:VES010"
"2525","flywire","VES010","SAD009",66,2,4,"fw:VES010"
"2526","flywire","VES010","LAL159",62,2,2,"fw:VES010"
"2527","flywire","VES010","PPM1205",59,2,2,"fw:VES010"
"2528","flywire","VES010","VES072",59,2,2,"fw:VES010"
"2529","flywire","VES010","LAL137",58,2,2,"fw:VES010"
"2530","flywire","VES010","LAL155",57,2,4,"fw:VES010"
"2531","flywire","VES010","VES047",54,2,2,"fw:VES010"
"2532","flywire","VES010","DNa03",48,2,2,"fw:VES010"
"2533","flywire","VES010","MBON35",45,2,2,"fw:VES010"
"2534","flywire","VES010","CB0677",41,2,2,"fw:VES010"
"2535","flywire","VES010","DNbe008",41,2,2,"fw:VES010"
"2536","flywire","VES010","LAL098",39,2,2,"fw:VES010"
"2537","flywire","VES010","DNpe096",38,2,2,"fw:VES010"
"2538","flywire","VES010","LAL152",36,2,2,"fw:VES010"
"2539","flywire","VES010","LAL054",35,2,2,"fw:VES010"
"2540","flywire","VES010","SMP543",35,2,2,"fw:VES010"
"2541","flywire","VES010","DNbe010",32,2,2,"fw:VES010"
"2542","flywire","VES010","DNbe009",31,1,1,"fw:VES010"
"2543","flywire","VES010","VES053",30,2,2,"fw:VES010"
"2544","flywire","VES010","720575940627339876",29,2,2,"fw:VES010"
"2545","flywire","VES010","CB0316",29,2,2,"fw:VES010"
"2546","flywire","VES010","CB0655",29,2,2,"fw:VES010"
"2547","flywire","VES010","DNge037",29,2,2,"fw:VES010"
"2548","flywire","VES010","LCNOpm",29,2,2,"fw:VES010"
"2549","flywire","VES010","720575940617089281",28,2,2,"fw:VES010"
"2550","flywire","VES010","DNpe020",28,1,2,"fw:VES010"
"2551","flywire","VES010","PLP012",28,2,2,"fw:VES010"
"2552","flywire","VES010","720575940607472649",26,2,2,"fw:VES010"
"2553","flywire","VES010","LAL125,LAL108",26,2,3,"fw:VES010"
"2554","flywire","VES010","LAL186",25,2,2,"fw:VES010"
"2555","flywire","VES010","CB0433",23,2,2,"fw:VES010"
"2556","flywire","VES010","CB0524",22,2,2,"fw:VES010"
"2557","flywire","VES010","DNpe003",22,2,2,"fw:VES010"
"2558","flywire","VES010","CB0529",19,2,2,"fw:VES010"
"2559","flywire","VES010","CB0543",19,2,2,"fw:VES010"
"2560","flywire","VES010","LCNOp",18,2,2,"fw:VES010"
"2561","flywire","VES010","720575940632273325",17,2,2,"fw:VES010"
"2562","flywire","VES010","CB.FB3,4I3",17,1,1,"fw:VES010"
"2563","flywire","VES010","DNpe078",17,1,2,"fw:VES010"
"2564","flywire","VES010","OA-VUMa1",17,2,1,"fw:VES010"
"2565","flywire","VES010","720575940623228430",16,1,1,"fw:VES010"
"2566","flywire","VES010","LAL073",15,1,1,"fw:VES010"
"2567","flywire","VES010","DNge162",14,2,2,"fw:VES010"
"2568","flywire","VES010","DNge232",14,2,2,"fw:VES010"
"2569","flywire","VES010","DNpe063",14,2,2,"fw:VES010"
"2570","flywire","VES010","PVLP137",14,2,2,"fw:VES010"
"2571","flywire","VES010","LAL007",13,2,2,"fw:VES010"
"2572","flywire","VES010","720575940628779898",12,1,1,"fw:VES010"
"2573","flywire","VES010","DNge099",12,1,1,"fw:VES010"
"2574","flywire","VES010","LAL052",12,2,2,"fw:VES010"
"2575","flywire","VES010","LAL014",11,1,1,"fw:VES010"
"2576","flywire","VES010","PVLP114",11,1,1,"fw:VES010"
"2577","flywire","VES010","DNpe045",10,1,1,"fw:VES010"
"2578","flywire","VES010","DNpe093",10,1,1,"fw:VES010"
"2579","flywire","VES010","PLP222",10,1,1,"fw:VES010"
"2580","flywire","VES010","CB0057",9,1,1,"fw:VES010"
"2581","flywire","VES010","CRE012",9,1,1,"fw:VES010"
"2582","flywire","VES010","IB060",9,1,1,"fw:VES010"
"2583","flywire","VES010","LAL104,LAL105",9,1,1,"fw:VES010"
"2584","flywire","VES010","LAL112",9,1,1,"fw:VES010"
"2585","flywire","VES010","LAL120b",9,1,1,"fw:VES010"
"2586","flywire","VES010","LAL130",9,1,1,"fw:VES010"
"2587","flywire","VES010","PS233",9,1,1,"fw:VES010"
"2588","flywire","VES010","SMP600",9,1,1,"fw:VES010"
"2589","flywire","VES010","AOTUv3B_P01",8,1,1,"fw:VES010"
"2590","flywire","VES010","CB.FB3,4I2",8,1,1,"fw:VES010"
"2591","flywire","VES010","CB0718",8,1,1,"fw:VES010"
"2592","flywire","VES010","CRE015",8,1,1,"fw:VES010"
"2593","flywire","VES010","IB064",8,1,1,"fw:VES010"
"2594","flywire","VES010","CB0204",7,1,1,"fw:VES010"
"2595","flywire","VES010","LAL163,LAL164",7,1,1,"fw:VES010"
"2596","flywire","VES010","LAL165",7,1,1,"fw:VES010"
"2597","flywire","VES010","LAL167a",7,1,1,"fw:VES010"
"2598","flywire","VES010","PS232",7,1,1,"fw:VES010"
"2599","flywire","VES010","VES054",7,1,1,"fw:VES010"
"2600","flywire","VES010","VES074",7,1,1,"fw:VES010"
"2601","flywire","VES010","WED075",7,1,1,"fw:VES010"
"2602","flywire","VES010","WED124",7,1,1,"fw:VES010"
"2603","flywire","VES010","720575940607893193",6,1,1,"fw:VES010"
"2604","flywire","VES010","720575940608891075",6,1,1,"fw:VES010"
"2605","flywire","VES010","CB.FB5F1",6,1,1,"fw:VES010"
"2606","flywire","VES010","CL327",6,1,1,"fw:VES010"
"2607","flywire","VES010","DNae018",6,1,1,"fw:VES010"
"2608","flywire","VES010","DNpe088",6,1,1,"fw:VES010"
"2609","flywire","VES010","LAL127",6,1,1,"fw:VES010"
"2610","flywire","VES010","PS202",6,1,1,"fw:VES010"
"2611","flywire","VES010","VES073",6,1,1,"fw:VES010"
"2612","flywire","LAL121","DNa03",819,2,2,"fw:LAL121"
"2613","flywire","LAL121","LAL010",490,2,2,"fw:LAL121"
"2614","flywire","LAL121","LAL131b",407,2,2,"fw:LAL121"
"2615","flywire","LAL121","LAL052",384,2,2,"fw:LAL121"
"2616","flywire","LAL121","LAL196",351,2,6,"fw:LAL121"
"2617","flywire","LAL121","LAL075",345,2,2,"fw:LAL121"
"2618","flywire","LAL121","LAL090,LAL093",306,2,9,"fw:LAL121"
"2619","flywire","LAL121","LAL076",305,2,2,"fw:LAL121"
"2620","flywire","LAL121","LAL014",247,2,2,"fw:LAL121"
"2621","flywire","LAL121","LAL073",245,2,2,"fw:LAL121"
"2622","flywire","LAL121","PS010",205,2,2,"fw:LAL121"
"2623","flywire","LAL121","LAL046",124,2,2,"fw:LAL121"
"2624","flywire","LAL121","ExR6",102,2,2,"fw:LAL121"
"2625","flywire","LAL121","LAL127",91,2,4,"fw:LAL121"
"2626","flywire","LAL121","LC33a,LC33b",91,2,2,"fw:LAL121"
"2627","flywire","LAL121","VES015",59,2,2,"fw:LAL121"
"2628","flywire","LAL121","DNae019",58,2,2,"fw:LAL121"
"2629","flywire","LAL121","ER6",49,2,4,"fw:LAL121"
"2630","flywire","LAL121","LAL074,LAL084",49,2,3,"fw:LAL121"
"2631","flywire","LAL121","DNpe023",47,2,2,"fw:LAL121"
"2632","flywire","LAL121","LAL131a",47,2,2,"fw:LAL121"
"2633","flywire","LAL121","AOTU042",37,2,4,"fw:LAL121"
"2634","flywire","LAL121","ExR4",37,2,2,"fw:LAL121"
"2635","flywire","LAL121","LAL009",36,2,2,"fw:LAL121"
"2636","flywire","LAL121","PS233",36,2,3,"fw:LAL121"
"2637","flywire","LAL121","DNae018",31,2,2,"fw:LAL121"
"2638","flywire","LAL121","720575940615001686",26,2,3,"fw:LAL121"
"2639","flywire","LAL121","PS018a",24,2,2,"fw:LAL121"
"2640","flywire","LAL121","LAL051",20,2,2,"fw:LAL121"
"2641","flywire","LAL121","720575940636716863",19,2,3,"fw:LAL121"
"2642","flywire","LAL121","DNpe022",19,1,1,"fw:LAL121"
"2643","flywire","LAL121","LAL119",18,1,1,"fw:LAL121"
"2644","flywire","LAL121","LAL135",18,1,1,"fw:LAL121"
"2645","flywire","LAL121","DNa02",16,2,2,"fw:LAL121"
"2646","flywire","LAL121","CB.FB2I1",15,1,1,"fw:LAL121"
"2647","flywire","LAL121","LAL163,LAL164",15,2,2,"fw:LAL121"
"2648","flywire","LAL121","LAL003,LAL044",14,1,2,"fw:LAL121"
"2649","flywire","LAL121","LAL175",13,1,2,"fw:LAL121"
"2650","flywire","LAL121","LAL121",11,1,1,"fw:LAL121"
"2651","flywire","LAL121","LCNOpm",11,1,1,"fw:LAL121"
"2652","flywire","LAL121","DNbe011",9,1,1,"fw:LAL121"
"2653","flywire","LAL121","LAL200",9,1,1,"fw:LAL121"
"2654","flywire","LAL121","720575940639968640",8,1,1,"fw:LAL121"
"2655","flywire","LAL121","CB0689",8,1,1,"fw:LAL121"
"2656","flywire","LAL121","PLP012",8,1,1,"fw:LAL121"
"2657","flywire","LAL121","PVLP138",8,1,1,"fw:LAL121"
"2658","flywire","LAL121","VES059",8,1,1,"fw:LAL121"
"2659","flywire","LAL121","DNpe078",7,1,1,"fw:LAL121"
"2660","flywire","LAL121","LAL137",7,1,1,"fw:LAL121"
"2661","flywire","LAL121",NA,7,1,1,"fw:LAL121"
"2662","flywire","LAL121","720575940613468625",6,1,1,"fw:LAL121"
"2663","flywire","LAL121","720575940631008396",6,1,1,"fw:LAL121"
"2664","flywire","LAL121","720575940634003135",6,1,1,"fw:LAL121"
"2665","flywire","LAL121","ATL028",6,1,1,"fw:LAL121"
"2666","flywire","LAL121","LAL113",6,1,1,"fw:LAL121"
"2667","flywire","LAL121","LAL120a",6,1,1,"fw:LAL121"
"2668","flywire","LAL040","VES015",457,2,2,"fw:LAL040"
"2669","flywire","LAL040","LAL046",398,2,2,"fw:LAL040"
"2670","flywire","LAL040","PLP060",361,2,2,"fw:LAL040"
"2671","flywire","LAL040","LAL074,LAL084",295,2,4,"fw:LAL040"
"2672","flywire","LAL040","DNae003",251,2,2,"fw:LAL040"
"2673","flywire","LAL040","DNa02",242,2,2,"fw:LAL040"
"2674","flywire","LAL040","SMP544",238,2,4,"fw:LAL040"
"2675","flywire","LAL040","PS232",223,2,2,"fw:LAL040"
"2676","flywire","LAL040","PS018a",178,2,2,"fw:LAL040"
"2677","flywire","LAL040","DNpe078",173,2,4,"fw:LAL040"
"2678","flywire","LAL040","LAL018",154,2,2,"fw:LAL040"
"2679","flywire","LAL040","LAL010",145,2,2,"fw:LAL040"
"2680","flywire","LAL040","LNO2",143,2,2,"fw:LAL040"
"2681","flywire","LAL040","AOTU033",138,2,2,"fw:LAL040"
"2682","flywire","LAL040","LAL130",138,2,2,"fw:LAL040"
"2683","flywire","LAL040","LAL119",122,2,2,"fw:LAL040"
"2684","flywire","LAL040","DNae016",120,2,2,"fw:LAL040"
"2685","flywire","LAL040","LAL141",120,2,2,"fw:LAL040"
"2686","flywire","LAL040","DNb02",113,2,4,"fw:LAL040"
"2687","flywire","LAL040","LAL113",113,2,4,"fw:LAL040"
"2688","flywire","LAL040","DNa03",112,2,2,"fw:LAL040"
"2689","flywire","LAL040","LAL019",110,2,4,"fw:LAL040"
"2690","flywire","LAL040","DNae018",107,2,2,"fw:LAL040"
"2691","flywire","LAL040","PS233",107,2,4,"fw:LAL040"
"2692","flywire","LAL040","LAL137",99,2,2,"fw:LAL040"
"2693","flywire","LAL040","LAL131b",98,2,2,"fw:LAL040"
"2694","flywire","LAL040","LAL125,LAL108",96,2,4,"fw:LAL040"
"2695","flywire","LAL040","PS049",95,2,2,"fw:LAL040"
"2696","flywire","LAL040","AOTUv3B_P02",94,2,2,"fw:LAL040"
"2697","flywire","LAL040","DNge041",93,2,2,"fw:LAL040"
"2698","flywire","LAL040","LAL159",84,2,2,"fw:LAL040"
"2699","flywire","LAL040","PPM1205",81,2,2,"fw:LAL040"
"2700","flywire","LAL040","LAL200",80,2,2,"fw:LAL040"
"2701","flywire","LAL040","LAL162",79,2,2,"fw:LAL040"
"2702","flywire","LAL040","DNae019",72,2,2,"fw:LAL040"
"2703","flywire","LAL040","PS065",72,2,2,"fw:LAL040"
"2704","flywire","LAL040","LAL081",70,2,2,"fw:LAL040"
"2705","flywire","LAL040","DNpe082",65,2,2,"fw:LAL040"
"2706","flywire","LAL040","DNa06",60,2,2,"fw:LAL040"
"2707","flywire","LAL040","LAL163,LAL164",55,2,4,"fw:LAL040"
"2708","flywire","LAL040","PLP172",55,2,3,"fw:LAL040"
"2709","flywire","LAL040","PS080",53,2,2,"fw:LAL040"
"2710","flywire","LAL040","PS019",51,2,4,"fw:LAL040"
"2711","flywire","LAL040","LAL120a",47,2,2,"fw:LAL040"
"2712","flywire","LAL040","LAL120b",47,2,2,"fw:LAL040"
"2713","flywire","LAL040","LAL122",44,2,2,"fw:LAL040"
"2714","flywire","LAL040","720575940631248172",43,2,4,"fw:LAL040"
"2715","flywire","LAL040","VES059",43,2,2,"fw:LAL040"
"2716","flywire","LAL040","DNde003",41,2,2,"fw:LAL040"
